Arrival Time,Time in System,Request Service Time,Steal Count,Original Queue,Queue Length,Total Queue Length,Queue Checks,Time Left of Task Ahead,Requeue Wait Time,job_id,tasks_num_of_single_job,task_generation_time,completion_time
10552,5000,5000,0,1,0,0,0,1,0,0,85,10552,15551
10552,5001,5000,0,1,0,1,4,1,0,0,85,10552,15552
10552,5002,5000,1,1,1,2,4,0,2,0,85,10552,15553
10552,5002,5000,1,1,2,3,4,0,2,0,85,10552,15553
10552,500,500,0,0,0,4,0,0,0,0,85,10552,11051
10552,500,500,0,0,0,5,0,0,0,0,85,10552,11051
10552,10002,5000,1,1,3,6,4,0,2,0,85,10552,20553
10552,5002,5000,1,1,4,7,4,0,2,0,85,10552,15553
10552,5002,5000,1,1,5,8,4,0,2,0,85,10552,15553
10552,5002,5000,1,1,6,9,4,0,2,0,85,10552,15553
10652,900,500,0,0,0,1,0,400,0,0,85,10552,11551
10652,9900,5000,0,1,0,2,0,4901,0,0,85,10552,20551
11025,9528,5000,0,1,0,3,0,4528,0,1,89,11025,20552
11025,527,500,0,0,0,4,0,27,0,1,89,11025,11551
11025,1027,500,0,0,1,5,0,27,0,1,89,11025,12051
11025,19529,5000,1,1,1,6,4,4997,4532,1,89,11025,30553
11025,19532,5000,1,1,2,7,4,4997,4532,1,89,11025,30556
11025,19532,5000,1,1,3,8,4,4997,4532,1,89,11025,30556
11025,19532,5000,1,1,4,9,4,4997,4532,1,89,11025,30556
11125,927,500,0,0,0,8,0,427,0,1,89,11025,12051
11125,19432,5000,1,1,5,9,4,4997,4432,1,89,11025,30556
11125,24429,5000,1,1,6,10,4,4997,4432,1,89,11025,35553
12522,500,500,0,0,0,9,0,0,0,2,89,12522,13021
12522,23035,5000,1,1,7,10,4,4997,3035,2,89,12522,35556
12522,500,500,0,0,0,11,0,0,0,2,89,12522,13021
12522,1000,500,0,0,1,12,0,0,0,2,89,12522,13521
12522,1000,500,0,0,2,13,0,0,0,2,89,12522,13521
12522,1500,500,0,0,3,14,0,0,0,2,89,12522,14021
12522,23035,5000,1,1,8,15,4,4997,3035,2,89,12522,35556
12522,23035,5000,1,1,9,16,4,4997,3035,2,89,12522,35556
12522,23035,5000,1,1,10,17,4,4997,3035,2,89,12522,35556
12522,1500,500,0,0,4,18,0,0,0,2,89,12522,14021
12522,28032,5000,1,1,11,19,4,4997,3035,2,89,12522,40553
12522,2000,500,0,0,5,20,0,0,0,2,89,12522,14521
12522,13032,5000,1,1,12,21,4,4997,3035,2,89,12522,25553
12522,13035,5000,1,1,13,22,4,4997,3035,2,89,12522,25556
12522,13035,5000,1,1,14,23,4,4997,3035,2,89,12522,25556
12522,2000,500,0,0,6,24,0,0,0,2,89,12522,14521
12622,2400,500,0,0,5,23,0,400,0,2,89,12522,15021
12622,12935,5000,1,1,15,24,4,4997,2935,2,89,12522,25556
12622,12935,5000,1,1,16,25,4,4997,2935,2,89,12522,25556
13351,7206,5000,1,1,17,24,4,4997,2206,3,86,13351,20556
13351,7206,5000,1,1,18,25,4,4997,2206,3,86,13351,20556
13351,1671,500,0,0,4,26,0,171,0,3,86,13351,15021
13351,7206,5000,1,1,19,27,4,4997,2206,3,86,13351,20556
13351,2171,500,0,0,5,28,0,171,0,3,86,13351,15521
13351,7206,5000,1,1,20,29,4,4997,2206,3,86,13351,20556
13351,2171,500,0,0,6,30,0,171,0,3,86,13351,15521
13351,12201,5000,0,1,21,31,4,2202,0,3,86,13351,25551
13351,2671,500,0,0,7,32,0,171,0,3,86,13351,16021
13351,2671,500,0,0,8,33,0,171,0,3,86,13351,16021
17711,500,500,0,0,0,17,0,0,0,4,80,17711,18210
17711,500,500,0,0,0,18,0,0,0,4,80,17711,18210
17711,1000,500,0,0,1,19,0,0,0,4,80,17711,18710
17711,1000,500,0,0,2,20,0,0,0,4,80,17711,18710
17711,7842,5000,0,1,0,21,0,2842,0,4,80,17711,25552
17711,1500,500,0,0,3,22,0,0,0,4,80,17711,19210
17711,1500,500,0,0,4,23,0,0,0,4,80,17711,19210
20355,10197,5000,0,1,1,18,0,198,0,5,81,20355,30551
20355,500,500,0,0,0,19,0,0,0,5,81,20355,20854
20355,10198,5000,0,1,2,20,0,198,0,5,81,20355,30552
20355,500,500,0,0,0,21,0,0,0,5,81,20355,20854
20355,1000,500,0,0,1,22,0,0,0,5,81,20355,21354
20355,1000,500,0,0,2,23,0,0,0,5,81,20355,21354
20355,1500,500,0,0,3,24,0,0,0,5,81,20355,21854
20929,926,500,0,0,0,14,0,426,0,6,82,20929,21854
20929,1426,500,0,0,1,15,0,426,0,6,82,20929,22354
20929,14623,5000,0,1,1,16,0,4624,0,6,82,20929,35551
20929,1426,500,0,0,2,17,0,426,0,6,82,20929,22354
20929,1926,500,0,0,3,18,0,426,0,6,82,20929,22854
20929,1926,500,0,0,4,19,0,426,0,6,82,20929,22854
20929,2426,500,0,0,5,20,0,426,0,6,82,20929,23354
20929,2426,500,0,0,6,21,0,426,0,6,82,20929,23354
20929,2926,500,0,0,7,22,0,426,0,6,82,20929,23854
20929,14624,5000,0,1,2,23,0,4624,0,6,82,20929,35552
20929,2926,500,0,0,8,24,0,426,0,6,82,20929,23854
20929,19623,5000,0,1,3,25,0,4624,0,6,82,20929,40551
21029,3326,500,0,0,9,26,0,326,0,6,82,20929,24354
21029,19524,5000,0,1,4,27,0,4524,0,6,82,20929,40552
25578,14981,5000,1,1,3,10,3,4995,9981,7,81,25578,40558
25578,500,500,0,0,0,11,0,0,0,7,81,25578,26077
25578,500,500,0,0,0,12,0,0,0,7,81,25578,26077
25578,1000,500,0,0,1,13,0,0,0,7,81,25578,26577
25578,14982,5000,1,1,4,14,3,4995,9981,7,81,25578,40559
25578,1000,500,0,0,2,15,0,0,0,7,81,25578,26577
25578,1500,500,0,0,3,16,0,0,0,7,81,25578,27077
25578,19976,5000,1,1,5,17,3,4995,9981,7,81,25578,45553
25578,1500,500,0,0,4,18,0,0,0,7,81,25578,27077
25578,2000,500,0,0,5,19,0,0,0,7,81,25578,27577
25678,14880,5000,1,1,6,18,3,4995,9881,7,81,25578,40557
25678,14881,5000,1,1,7,19,4,4994,9882,7,81,25578,40558
37137,8415,5000,0,1,0,1,0,3416,0,8,83,37137,45551
37137,500,500,0,0,0,2,0,0,0,8,83,37137,37636
37137,8416,5000,0,1,0,3,0,3416,0,8,83,37137,45552
37137,500,500,0,0,0,4,0,0,0,8,83,37137,37636
37137,1000,500,0,0,1,5,0,0,0,8,83,37137,38136
37137,8423,5000,1,1,1,6,2,4994,3423,8,83,37137,45559
37137,18417,5000,1,1,2,7,2,4994,3423,8,83,37137,55553
37137,18423,5000,1,1,3,8,2,4994,3423,8,83,37137,55559
37137,18924,5000,1,1,4,9,2,4994,3423,8,83,37137,56060
37237,19323,5000,1,1,5,8,2,4994,3323,8,83,37137,56559
37237,19324,5000,1,1,6,9,2,4994,3323,8,83,37137,56560
37475,662,500,0,0,0,10,0,162,0,9,83,37475,38136
37475,23079,5000,1,1,7,11,2,4994,3085,9,83,37475,60553
37475,1162,500,0,0,1,12,0,162,0,9,83,37475,38636
37475,23085,5000,1,1,8,13,2,4994,3085,9,83,37475,60559
37475,23586,5000,1,1,9,14,2,4994,3085,9,83,37475,61060
37475,24085,5000,1,1,10,15,2,4994,3085,9,83,37475,61559
37475,1162,500,0,0,2,16,0,162,0,9,83,37475,38636
37475,24086,5000,1,1,11,17,2,4994,3085,9,83,37475,61560
37475,1662,500,0,0,3,18,0,162,0,9,83,37475,39136
37475,28079,5000,1,1,12,19,2,4994,3085,9,83,37475,65553
37475,1662,500,0,0,4,20,0,162,0,9,83,37475,39136
37525,2612,500,0,0,5,21,0,112,0,10,82,37525,40136
37525,2612,500,0,0,6,22,0,112,0,10,82,37525,40136
37525,3112,500,0,0,7,23,0,112,0,10,82,37525,40636
37525,28035,5000,1,1,13,24,2,4994,3035,10,82,37525,65559
37525,28536,5000,1,1,14,25,2,4994,3035,10,82,37525,66060
37525,29035,5000,1,1,15,26,2,4994,3035,10,82,37525,66559
37525,29036,5000,1,1,16,27,2,4994,3035,10,82,37525,66560
37525,8536,5000,1,1,17,28,2,4993,3036,10,82,37525,46060
37525,3112,500,0,0,8,29,0,112,0,10,82,37525,40636
37525,9035,5000,1,1,18,30,2,4993,3036,10,82,37525,46559
37525,3535,500,1,0,9,31,1,4993,3036,10,82,37525,41059
37525,9036,5000,1,1,19,32,2,4993,3036,10,82,37525,46560
37525,3536,500,1,0,10,33,1,4993,3036,10,82,37525,41060
37525,13035,5000,1,1,20,34,2,4993,3036,11,82,37525,50559
37525,3536,500,1,0,11,35,1,4993,3036,11,82,37525,41060
