job_id,tasks_num_of_single_job,task_generation_time,total_time,complation_time,complation_time_ordered,shortened_completion_time
0,12,477,11000,6156,6156,0
1,100,1048,115000,8036,7595,441
3,31,1134,9000,9586,6166,3420
3,31,1134,25000,7645,12876,-5231
4,96,1328,98000,12626,11656,970
5,41,1503,30500,11656,12166,-510
6,80,1618,70000,13585,12346,1239
7,54,1937,52000,14585,12945,1640
8,51,2396,55500,17846,13556,4290
9,96,2676,103000,17126,18376,-1250
11,54,2929,45000,17986,17846,140
11,54,2929,46500,18626,18376,250
12,94,3209,102000,18886,19586,-700
13,13,3401,6500,17646,19846,-2200
14,13,3434,16500,18536,20346,-1810
15,29,3444,39500,23346,23876,-530
17,58,4533,37000,24126,23876,250
17,58,4533,73500,24046,24045,1
18,66,4566,73000,24036,23434,602
19,36,4726,38000,19906,21565,-1659
20,74,4904,77000,22906,23945,-1039
22,62,5476,22500,21836,23565,-1729
22,62,5476,60500,26356,45696,-19340
23,11,5946,15500,23985,46196,-22211
24,86,6547,78000,29406,47696,-18290
27,98,6999,33000,29126,48696,-19570
27,98,6999,18500,29856,50196,-20340
27,98,6999,98000,30036,51696,-21660
30,37,7573,63000,34346,53196,-18850
29,71,7513,90500,34985,55196,-20211
30,37,7573,43000,33656,57696,-24040
31,70,7968,70000,34085,59696,-25611
34,72,8565,15000,38085,60196,-22111
34,72,8565,69000,40485,61196,-20711
34,72,8565,80000,42196,63196,-21000
35,88,8575,79000,41106,64696,-23590
37,98,9116,17500,41585,65196,-23611
37,98,9116,98500,50585,69696,-19111
39,78,9284,42000,51196,71696,-20500
39,78,9284,88500,52696,72696,-20000
41,91,9569,59500,52585,75196,-22611
42,71,9594,95500,53696,74696,-21000
42,71,9594,70000,53585,76696,-23111
45,69,10365,29000,56085,79696,-23611
45,69,10365,28000,55585,79696,-24111
45,69,10365,53500,56696,80696,-24000
46,87,10545,83500,57346,83196,-25850
48,73,10904,37500,57626,84196,-26570
48,73,10904,61000,57126,86196,-29070
51,41,11393,17000,57145,90696,-33551
52,50,11422,79000,57336,91696,-34360
52,50,11422,50500,60756,91696,-30940
54,81,11679,54500,57836,93696,-35860
53,76,11627,83000,59706,94196,-34490
54,81,11679,95000,61336,92376,-31040
55,95,11871,117500,63336,96375,-33039
56,10,12070,10000,58516,96376,-37860
57,100,12237,85000,68356,99875,-31519
58,80,12324,65000,69206,102375,-33169
59,77,12594,63500,72336,104375,-32039
61,90,12692,8500,71706,98956,-27250
61,90,12692,84500,72836,106376,-33540
62,76,12918,73000,74206,109375,-35169
63,60,13483,50000,76336,111375,-35039
65,40,13762,52000,77336,111876,-34540
65,40,13762,39500,77706,112875,-35169
66,40,14177,20000,78206,113875,-35669
67,36,14967,33000,81706,115875,-34169
69,44,15206,32500,83336,116876,-33540
69,44,15206,46500,83836,118375,-34539
70,18,15769,24000,86336,118876,-32540
