job_id,tasks_num_of_single_job,task_generation_time,total_time,complation_time,complation_time_ordered,shortened_completion_timejob_id_order,tasks_num_of_single_job_order,task_generation_time_order,total_time_order
166,90,200288,85000,226449,234579,-8130,166,90,200288,85000
167,89,202066,99500,227788,237299,-9511,167,89,202066,99500
168,88,204115,69000,213369,227779,-14410,168,88,204115,69000
169,89,205747,104500,230029,239809,-9780,169,89,205747,104500
170,87,206035,108500,230529,240079,-9550,170,87,206035,108500
171,90,206308,75000,222036,241059,-19023,171,90,206308,75000
172,89,208374,74500,231949,233279,-1330,172,89,208374,74500
173,87,208805,83500,226469,234159,-7690,173,87,208805,83500
174,80,213006,80000,234179,245299,-11120,174,80,213006,80000
175,89,213036,84500,223129,245309,-22180,175,89,213036,84500
176,86,215541,93000,229929,245579,-15650,176,86,215541,93000
177,89,216251,99500,237449,246559,-9110,177,89,216251,99500
178,88,216618,114000,241529,240529,1000,178,88,216618,114000
179,81,216634,70500,241029,229439,11590,179,81,216634,70500
180,86,217607,88000,242949,248299,-5350,180,86,217607,88000
181,89,218091,89500,244288,244339,-51,181,89,218091,89500
182,87,219969,68500,237189,250799,-13610,182,87,219969,68500
183,88,220448,94000,239129,250809,-11680,183,88,220448,94000
184,83,222281,86500,248449,249779,-1330,184,83,222281,86500
185,87,222851,98500,249788,252059,-2271,185,87,222851,98500
186,87,223686,78500,250679,253799,-3120,186,87,223686,78500
187,80,223796,105000,246429,256299,-9870,187,80,223796,105000
188,83,224601,86500,246609,256579,-9970,188,83,224601,86500
189,82,225368,71000,248959,257559,-8600,189,82,225368,71000
190,88,226367,64000,250129,242147,7982,190,88,226367,64000
191,80,227623,65000,252029,259299,-7270,191,80,227623,65000
192,81,227708,75500,253689,255339,-1650,192,81,227708,75500
193,89,228643,79500,255288,261799,-6511,193,89,228643,79500
194,85,229345,67500,257429,261809,-4380,194,85,229345,67500
195,88,230140,84000,257529,263059,-5530,195,88,230140,84000
196,87,232139,88500,258029,267299,-9270,196,87,232139,88500
197,89,232438,74500,257609,267309,-9700,197,89,232438,74500
198,84,234583,82000,263529,268559,-5030,198,84,234583,82000
199,81,234734,75500,263029,270299,-7270,199,81,234734,75500
200,87,235791,93500,259959,274059,-14100,200,87,235791,93500
201,89,237029,79500,263109,275799,-12690,201,89,237029,79500
202,86,237860,83000,264949,259007,5942,202,86,237860,83000
203,90,239723,95000,266288,278299,-12011,203,90,239723,95000
204,86,245977,103000,271788,266339,5449,204,86,245977,103000
205,87,246126,78500,268529,267289,1240,205,87,246126,78500
206,88,247698,64000,265279,278309,-13030,206,88,247698,64000
207,85,250287,92500,272679,279559,-6880,207,85,250287,92500
208,90,252567,65000,274529,281299,-6770,208,90,252567,65000
209,82,253734,76000,275949,265368,10581,209,82,253734,76000
210,82,254627,71000,270959,283799,-12840,210,82,254627,71000
211,90,255362,75000,277288,272868,4420,211,90,255362,75000
212,88,255386,109000,280029,285059,-5030,212,88,255386,109000
213,86,256825,78000,281449,286799,-5350,213,86,256825,78000
214,89,257615,74500,283679,289299,-5620,214,89,257615,74500
215,88,257702,64000,282788,289309,-6521,215,88,257702,64000
216,84,258057,92000,285029,290559,-5530,216,84,258057,92000
217,84,259625,87000,288288,294799,-6511,217,84,259625,87000
218,87,259761,68500,281189,277368,3821,218,87,259761,68500
219,82,262680,91000,285109,280616,4493,219,82,262680,91000
220,82,262813,86000,290529,294809,-4280,220,82,262813,86000
221,87,264041,108500,292449,297799,-5350,221,87,264041,108500
222,81,267039,75500,293788,300299,-6511,222,81,267039,75500
223,86,271745,68000,296029,284529,11500,223,86,271745,68000
224,82,271822,101000,299288,301559,-2271,224,82,271822,101000
225,89,271824,104500,290609,303299,-12690,225,89,271824,104500
226,85,273448,82500,288585,305799,-17214,226,85,273448,82500
227,82,274379,86000,302029,306079,-4050,227,82,274379,86000
228,89,274578,84500,301529,295226,6303,228,89,274578,84500
229,88,274923,94000,304788,307059,-2271,229,88,274923,94000
230,84,275059,97000,303449,308799,-5350,230,84,275059,97000
231,81,275759,90500,307029,303948,3081,231,81,275759,90500
232,86,278568,88000,307529,311309,-3780,232,86,278568,88000
233,86,278603,88000,301429,314299,-12870,233,86,278603,88000
234,86,280007,88000,312529,305616,6913,234,86,280007,88000
235,81,280276,85500,313029,316809,-3780,235,81,280276,85500
236,88,281599,84000,315788,319799,-4011,236,88,281599,84000
237,83,282890,71500,305129,322299,-17170,237,83,282890,71500
238,83,283484,71500,302079,311116,-9037,238,83,283484,71500
239,90,284098,110000,316679,322309,-5630,239,90,284098,110000
240,81,285139,90500,318029,322579,-4550,240,81,285139,90500
241,90,287798,70000,309950,313647,-3697,241,90,287798,70000
242,86,288403,68000,310629,314007,-3378,242,86,288403,68000
243,87,288672,98500,321288,317226,4062,243,87,288672,98500
244,89,289066,94500,319949,325299,-5350,244,89,289066,94500
245,88,289556,89000,316391,328079,-11688,245,88,289556,89000
246,88,289751,99000,324029,333309,-9280,246,88,289751,99000
247,88,289989,89000,325449,333579,-8130,247,88,289989,89000
248,89,291424,89500,318409,334559,-16150,248,89,291424,89500
249,88,294191,84000,329029,328558,471,249,88,294191,84000
250,81,295442,100500,321891,338809,-16918,250,81,295442,100500
251,83,295867,81500,332288,331558,730,251,83,295867,81500
252,82,295938,81000,330949,341799,-10850,252,82,295938,81000
253,83,297497,101500,333179,344299,-11120,253,83,297497,101500
254,85,298469,72500,334529,344579,-10050,254,85,298469,72500
255,85,298749,82500,336449,347299,-10850,255,85,298749,82500
256,88,299810,84000,338679,349809,-11130,256,88,299810,84000
257,80,302254,70000,340029,350079,-10050,257,80,302254,70000
258,85,302547,82500,343288,330116,13172,258,85,302547,82500
259,89,303040,74500,344179,351059,-6880,259,89,303040,74500
260,84,304038,87000,345529,352799,-7270,260,84,304038,87000
261,90,304792,75000,334006,335668,-1662,261,90,304792,75000
262,80,305289,80000,339929,355309,-15380,262,80,305289,80000
263,85,305879,62500,346029,341058,4971,263,85,305879,62500
264,84,305974,87000,349679,355579,-5900,264,84,305974,87000
265,88,307120,84000,351529,356559,-5030,265,88,307120,84000
266,87,307995,68500,338085,360799,-22714,266,87,307995,68500
267,82,308065,71000,352949,360809,-7860,267,82,308065,71000
268,81,310696,65500,355179,361079,-5900,268,81,310696,65500
269,83,310817,76500,354288,362059,-7771,269,83,310817,76500
270,80,311497,80000,356529,363799,-7270,270,80,311497,80000
271,88,313031,74000,357029,366299,-9270,271,88,313031,74000
272,83,313440,76500,348450,358558,-10108,272,83,313440,76500
273,89,314541,74500,349085,366309,-17224,273,89,314541,74500
274,81,315254,60500,358449,366579,-8130,274,81,315254,60500
275,88,316269,99000,359788,369299,-9511,275,88,316269,99000
276,89,316465,89500,362529,371809,-9280,276,89,316465,89500
277,86,322391,73000,357885,349616,8269,277,86,322391,73000
278,82,322768,71000,358116,372079,-13963,278,82,322768,71000
279,82,322875,101000,365288,374799,-9511,279,82,322875,101000
280,85,325117,72500,366179,355116,11063,280,85,325117,72500
281,89,327288,64500,367529,357616,9913,281,89,327288,64500
282,90,328471,115000,368029,377579,-9550,282,90,328471,115000
283,90,328728,120000,374949,380299,-5350,283,90,328728,120000
284,83,329111,86500,371679,382809,-11130,284,83,329111,86500
285,88,329780,94000,365891,383079,-17188,285,88,329780,94000
286,83,332063,71500,367609,366116,1493,286,83,332063,71500
287,90,332950,120000,376288,388299,-12011,287,90,332950,120000
288,81,334714,70500,364614,367668,-3054,288,81,334714,70500
289,87,335096,73500,368114,388309,-20195,289,87,335096,73500
290,80,335463,65000,377179,373668,3511,290,80,335463,65000
291,82,337329,96000,379029,391299,-12270,291,82,337329,96000
292,89,339447,54500,380449,378168,2281,292,89,339447,54500
293,84,339532,92000,375459,393799,-18340,293,84,339532,92000
294,87,340064,73500,376629,393809,-17180,294,87,340064,73500
295,81,340197,65500,381788,384668,-2880,295,81,340197,65500
296,86,341882,73000,382679,396799,-14120,296,86,341882,73000
297,82,343186,66000,378616,389168,-10552,297,82,343186,66000
298,88,343723,64000,380495,390668,-10173,298,88,343723,64000
299,80,344664,90000,384029,399299,-15270,299,80,344664,90000
300,87,345160,83500,384529,399579,-15050,300,87,345160,83500
301,89,345700,79500,386459,402299,-15840,301,89,345700,79500
302,84,346008,77000,387288,404799,-17511,302,84,346008,77000
303,82,349330,81000,388179,404809,-16630,303,82,349330,81000
304,88,349741,84000,382391,405079,-22688,304,88,349741,84000
305,86,351644,68000,389429,406059,-16630,305,86,351644,68000
306,80,353897,85000,389609,407799,-18190,306,80,353897,85000
307,87,355051,78500,390029,390647,-618,307,87,355051,78500
308,89,355799,69500,391189,393616,-2427,308,89,355799,69500
309,85,356639,87500,396689,410309,-13620,309,85,356639,87500
310,81,356753,90500,394234,399116,-4882,310,81,356753,90500
311,90,359375,90000,398629,411559,-12930,311,90,359375,90000
312,80,361104,100000,402189,413299,-11110,312,80,361104,100000
313,89,361692,119500,404129,415809,-11680,313,89,361692,119500
314,86,363403,108000,411429,416079,-4650,314,86,363403,108000
315,85,363768,92500,408459,417059,-8600,315,85,363768,92500
316,85,364097,82500,396736,421299,-24563,316,85,364097,82500
317,87,365147,78500,411609,421309,-9700,317,87,365147,78500
318,90,368315,90000,413959,422559,-8600,318,90,368315,90000
319,80,369525,60000,403995,424299,-20304,319,80,369525,60000
320,86,370490,98000,407736,427079,-19343,320,86,370490,98000
321,90,371629,80000,415129,429799,-14670,321,90,371629,80000
322,82,372510,86000,408884,432299,-23415,322,82,372510,86000
323,81,374595,85500,411384,423778,-12394,323,81,374595,85500
324,89,375959,84500,417109,424778,-7669,324,89,375959,84500
325,83,376549,86500,418689,432309,-13620,325,83,376549,86500
326,83,378493,101500,420629,432579,-11950,326,83,378493,101500
327,85,379033,77500,421385,433559,-12174,327,85,379033,77500
328,87,379188,63500,422429,435299,-12870,328,87,379188,63500
329,80,379518,100000,422609,437809,-15200,329,80,379518,100000
330,89,380458,89500,424189,439059,-14870,330,89,380458,89500
331,85,381349,92500,420288,443309,-23021,331,85,381349,92500
332,81,383202,85500,424959,420135,4824,332,81,383202,85500
333,90,384119,95000,428234,432116,-3882,333,90,384119,95000
334,90,384221,85000,429193,444559,-15366,334,90,384221,85000
335,86,384400,83000,429689,434616,-4927,335,86,384400,83000
336,87,384561,103500,433429,446299,-12870,336,87,384561,103500
337,82,384667,66000,431629,448799,-17170,337,82,384667,66000
338,85,385565,102500,433609,450059,-16450,338,85,385565,102500
339,81,385717,70500,429949,451799,-21850,339,81,385717,70500
340,90,390400,90000,435959,425788,10171,340,90,390400,90000
341,86,391796,78000,435497,454309,-18812,341,86,391796,78000
342,85,391886,97500,436788,455559,-18771,342,85,391886,97500
343,87,392952,83500,438929,459799,-20870,343,87,392952,83500
344,83,395480,76500,439109,440147,-1038,344,83,395480,76500
345,89,396580,89500,439529,459809,-20280,345,89,396580,89500
346,81,396923,80500,440949,445616,-4667,346,81,396923,80500
347,80,397353,65000,440689,440788,-99,347,80,397353,65000
348,86,397813,93000,442629,460079,-17450,348,86,397813,93000
349,80,398508,70000,444429,461059,-16630,349,80,398508,70000
350,89,400035,64500,438193,446288,-8095,350,89,400035,64500
351,81,400069,100500,446189,465309,-19120,351,81,400069,100500
352,81,402624,80500,453629,451116,2513,352,81,402624,80500
353,88,402895,89000,452459,466559,-14100,353,88,402895,89000
354,90,402895,75000,450109,468299,-18190,354,90,402895,75000
355,83,407676,76500,450844,470799,-19955,355,83,407676,76500
356,83,410113,76500,455429,470809,-15380,356,83,410113,76500
357,84,410254,102000,455844,471079,-15235,357,84,410254,102000
358,90,411159,100000,461344,472059,-10715,358,90,411159,100000
359,88,411355,44000,462344,461755,589,359,88,411355,44000
360,80,413915,75000,463344,476299,-12955,360,80,413915,75000
361,80,414357,90000,464693,476309,-11616,361,80,414357,90000
362,82,415297,76000,457959,476579,-18620,362,82,415297,76000
363,82,416537,71000,459129,462507,-3378,363,82,416537,71000
364,82,420320,81000,463459,477559,-14100,364,82,420320,81000
365,90,420958,100000,464629,479299,-14670,365,90,420958,100000
366,80,423046,80000,469646,481809,-12163,366,80,423046,80000
367,88,423114,74000,471607,458846,12761,367,88,423114,74000
368,83,423594,96500,474107,482079,-7972,368,83,423594,96500
369,85,424240,92500,475146,483059,-7913,369,85,424240,92500
370,89,424528,89500,475107,485898,-10791,370,89,424528,89500
371,82,425230,96000,473689,488559,-14870,371,82,425230,96000
372,88,426663,69000,469495,488398,-18903,372,88,426663,69000
373,87,427194,93500,475629,492897,-17268,373,87,427194,93500
374,90,427955,95000,477429,496897,-19468,374,90,427955,95000
375,83,430016,91500,479189,499398,-20209,375,83,430016,91500
376,84,430106,97000,481129,502397,-21268,376,84,430106,97000
377,83,430122,71500,479959,504398,-24439,377,83,430122,71500
378,84,431898,67000,482929,506398,-23469,378,84,431898,67000
379,89,432041,89500,483109,508898,-25789,379,89,432041,89500
380,90,433493,105000,485459,511397,-25938,380,90,433493,105000
381,80,433716,80000,484689,512897,-28208,381,80,433716,80000
382,82,434448,96000,488429,514897,-26468,382,82,434448,96000
383,82,434500,91000,486954,516398,-29444,383,82,434500,91000
384,81,435994,80500,489954,519398,-29444,384,81,435994,80500
385,81,437808,65500,491193,522397,-31204,385,81,437808,65500
386,83,439049,56500,496454,524398,-27944,386,83,439049,56500
387,86,439279,73000,496954,525397,-28443,387,86,439279,73000
388,82,439908,76000,498454,517374,-18920,388,82,439908,76000
389,83,440964,86500,500693,519374,-18681,389,83,440964,86500
390,87,443024,108500,505454,521374,-15920,390,87,443024,108500
391,85,443038,112500,506193,523874,-17681,391,85,443038,112500
392,85,443634,97500,507193,515079,-7886,392,85,443634,97500
393,82,444378,96000,507454,516059,-8605,393,82,444378,96000
394,86,444673,83000,499486,517799,-18313,394,86,444673,83000
395,88,445315,104000,500586,520579,-19993,395,88,445315,104000
396,83,446227,91500,503085,506116,-3031,396,83,446227,91500
397,87,449564,68500,501217,497456,3761,397,87,449564,68500
398,85,451438,127500,506689,523299,-16610,398,85,451438,127500
399,82,451929,71000,507459,525799,-18340,399,82,451929,71000
400,90,453307,65000,507716,525809,-18093,400,90,453307,65000
401,82,456017,66000,510598,493529,17069,401,82,456017,66000
402,90,456693,90000,510216,509116,1100,402,90,456693,90000
403,81,457211,75500,510609,502839,7770,403,81,457211,75500
404,89,457775,104500,512189,526079,-13890,404,89,457775,104500
405,87,460056,83500,509179,527059,-17880,405,87,460056,83500
406,82,461294,61000,498547,528799,-30252,406,82,461294,61000
407,82,463241,86000,514129,512007,2122,407,82,463241,86000
408,89,463268,89500,512959,531579,-18620,408,89,463268,89500
409,89,463464,64500,506977,534299,-27322,409,89,463464,64500
410,84,464064,77000,516109,515226,883,410,84,464064,77000
411,90,467357,90000,517689,536809,-19120,411,90,467357,90000
412,87,470755,93500,518459,539799,-21340,412,87,470755,93500
413,81,471647,75500,519288,542309,-23021,413,81,471647,75500
414,88,473975,99000,521529,543559,-22030,414,88,473975,99000
415,83,474322,96500,521803,545299,-23496,415,83,474322,96500
416,81,475522,70500,524803,522616,2187,416,81,475522,70500
417,80,477443,95000,527803,548079,-20276,417,80,477443,95000
418,81,477700,85500,528303,528147,156,418,81,477700,85500
419,83,477924,76500,528803,550799,-21996,419,83,477924,76500
420,89,480189,89500,531803,525789,6014,420,89,480189,89500
421,90,481777,95000,534454,553299,-18845,421,90,481777,95000
422,90,483728,105000,536954,554559,-17605,422,90,483728,105000
423,84,485731,72000,537954,558799,-20845,423,84,485731,72000
424,82,486665,71000,540803,558809,-18006,424,82,486665,71000
425,83,487682,91500,542303,559079,-16776,425,83,487682,91500
426,83,487814,66500,543803,560059,-16256,426,83,487814,66500
427,80,488769,65000,532429,561799,-29370,427,80,488769,65000
428,85,491386,67500,531237,537018,-5781,428,85,491386,67500
429,80,491436,95000,533029,564309,-31280,429,80,491436,95000
430,84,492931,102000,535788,567299,-31511,430,84,492931,102000
431,90,495366,95000,537929,569809,-31880,431,90,495366,95000
432,81,495678,75500,536737,571059,-34322,432,81,495678,75500
433,81,497234,75500,540165,575299,-35134,433,81,497234,75500
434,85,500068,82500,541548,549995,-8447,434,85,500068,82500
435,81,502060,70500,543529,553374,-9845,435,81,502060,70500
436,83,502530,106500,543429,575309,-31880,436,83,502530,106500
437,84,504142,97000,545665,575579,-29914,437,84,504142,97000
438,83,505950,91500,552548,576559,-24011,438,83,505950,91500
439,85,506232,82500,552404,578299,-25895,439,85,506232,82500
440,80,509733,80000,553237,580799,-27562,440,80,509733,80000
441,80,509817,60000,551459,580809,-29350,441,80,509817,60000
442,83,510690,81500,551303,581079,-29776,442,83,510690,81500
443,88,514906,69000,554564,582059,-27495,443,88,514906,69000
444,84,515659,92000,557803,586309,-28506,444,84,515659,92000
445,80,516226,80000,561064,547616,13448,445,80,516226,80000
446,89,516522,64500,562303,586579,-24276,446,89,516522,64500
447,85,517707,82500,565064,589299,-24235,447,85,517707,82500
448,89,518395,69500,566564,557839,8725,448,89,518395,69500
449,81,519317,95500,569064,559529,9535,449,81,519317,95500
450,86,521229,103000,573064,591799,-18735,450,86,521229,103000
451,80,521578,70000,575064,591809,-16745,451,80,521578,70000
452,88,522555,104000,579564,597299,-17735,452,88,522555,104000
453,80,523513,70000,582303,597309,-15006,453,80,523513,70000
454,80,524258,55000,585303,564289,21014,454,80,524258,55000
455,87,524721,88500,586564,597579,-11015,455,87,524721,88500
456,82,525041,61000,586303,600299,-13996,456,82,525041,61000
457,86,525866,68000,569706,602799,-33093,457,86,525866,68000
458,89,526145,89500,571206,603079,-31873,458,89,526145,89500
459,82,527203,96000,572206,572518,-312,459,82,527203,96000
460,81,531677,90500,574206,604059,-29853,460,81,531677,90500
461,88,532380,84000,576706,608299,-31593,461,88,532380,84000
462,86,533087,88000,579206,608309,-29103,462,86,533087,88000
463,85,533104,97500,579706,611299,-31593,463,85,533104,97500
464,90,534089,100000,580206,613799,-33593,464,90,534089,100000
465,81,534657,70500,580679,587495,-6816,465,81,534657,70500
