Thread ID,Busy Time,Task Time,Work Stealing Time,Work Steal Spin Time,Enqueue Time,Requeue Time,Successful Work Steal Time,Unsuccessful Work Steal Time,Allocation Time,Non Work Conserving Time,Distracted Time,Unpaired Time,Paired Time
0,994948,994948,0,0,0,0,0,0,0,0,0,2675,1151
1,992278,992278,0,0,0,0,0,0,0,0,0,4719,2304
2,999979,966941,33038,0,0,0,20840,10870,0,23976,43,11037,21958
3,999978,964201,35777,0,0,0,20260,14260,0,25010,2543,15212,18022
4,999963,991083,8880,0,0,0,4170,4710,0,3764,40,6324,2516
5,999964,992163,7801,0,0,0,3100,4640,0,2869,219,6718,864
6,999963,995053,4910,0,0,0,2400,2510,0,2275,294,3404,1212
7,999963,990083,9880,0,0,0,4190,5690,0,3680,511,7901,1468
8,999964,992404,7560,0,0,0,2920,4530,0,2775,338,6486,736
