Arrival Time,Time in System,Request Service Time,Steal Count,Original Queue,Queue Length,Total Queue Length,Queue Checks,Time Left of Task Ahead,Requeue Wait Time,job_id,tasks_num_of_single_job,task_generation_time,completion_time
1320,50,50,0,0,0,0,0,0,0,0,82,1116,1369
1328,5001,5000,0,1,0,0,3,1,0,0,82,1116,6328
1333,50,50,0,0,0,0,0,37,0,0,82,1116,1382
1395,5001,5000,0,1,0,0,4,4934,0,0,82,1116,6395
1416,50,50,0,0,0,0,0,0,0,0,82,1116,1465
1527,500,500,0,0,0,0,0,0,0,0,82,1116,2026
1557,50,50,0,0,0,0,0,470,0,0,82,1116,1606
1599,501,500,1,0,0,0,2,1,2,0,82,1116,2099
1599,52,50,1,0,0,1,3,1,2,0,82,1116,1650
1691,5002,5000,1,1,0,0,3,1,2,1,85,1583,6692
1703,50,50,0,0,0,0,0,324,0,1,85,1583,1752
1737,502,500,1,0,0,0,1,0,2,1,85,1583,2238
1784,50,50,0,0,0,0,0,243,0,1,85,1583,1833
1933,50,50,0,0,0,0,0,94,0,1,85,1583,1982
1946,502,500,1,0,0,0,1,291,2,1,85,1583,2447
1950,5003,5000,1,1,0,0,1,286,3,1,85,1583,6952
1985,50,50,0,0,0,0,0,42,0,1,85,1583,2034
1989,88,50,0,0,0,0,0,38,0,1,85,1583,2076
2020,65,50,0,0,0,1,0,7,0,1,85,1583,2084
2041,5061,5000,1,1,0,0,1,137,61,1,85,1583,7101
2041,5200,5000,1,1,0,1,2,0,200,1,85,1583,7240
2044,83,50,0,0,0,2,0,33,0,1,85,1583,2126
2234,50,50,0,0,0,1,0,0,0,2,85,2118,2283
2299,50,50,0,0,0,0,0,0,0,2,85,2118,2348
2353,50,50,0,0,0,0,0,0,0,2,85,2118,2402
2360,50,50,0,0,0,0,0,43,0,2,85,2118,2409
2371,82,50,0,0,0,0,0,32,0,2,85,2118,2452
2389,71,50,0,0,0,1,0,14,0,2,85,2118,2459
2400,553,500,0,0,1,2,0,3,0,2,85,2118,2952
2443,5007,5000,1,1,0,1,1,4791,7,2,85,2118,7449
2498,50,50,0,0,0,0,0,455,0,2,85,2118,2547
2506,92,50,0,0,0,0,0,447,0,2,85,2118,2597
2517,131,50,0,0,0,1,0,436,0,2,85,2118,2647
2519,179,50,0,0,1,2,0,434,0,2,85,2118,2697
2545,203,50,0,0,2,3,0,408,0,2,85,2118,2747
2605,193,50,0,0,1,2,0,348,0,2,85,2118,2797
3984,50,50,0,0,0,0,0,0,0,3,89,3851,4033
3992,7337,5000,0,1,0,0,0,2337,0,3,89,3851,11328
4011,7385,5000,0,1,0,1,0,2318,0,3,89,3851,11395
4019,500,500,0,0,0,2,0,15,0,3,89,3851,4518
4020,64,50,0,0,0,2,0,14,0,3,89,3851,4083
4032,552,500,0,0,0,3,0,2,0,3,89,3851,4583
4071,7625,5000,1,1,1,3,1,545,2625,3,89,3851,11695
4083,936,500,0,0,0,4,0,1,0,3,89,3851,5018
4113,521,50,0,0,0,4,0,471,0,3,89,3851,4633
4115,569,50,0,0,1,5,0,469,0,3,89,3851,4683
4120,614,50,0,0,2,6,0,464,0,3,89,3851,4733
4285,499,50,0,0,3,7,0,299,0,3,89,3851,4783
4314,520,50,0,0,4,8,0,270,0,3,89,3851,4833
4336,7617,5000,1,1,2,9,1,545,2360,3,89,3851,11952
4351,7753,5000,1,1,3,10,2,137,2753,3,89,3851,12103
6200,50,50,0,0,0,5,0,0,0,4,85,6078,6249
6338,50,50,0,0,0,4,0,0,0,4,85,6078,6387
6345,5899,5000,1,1,3,4,3,0,899,4,85,6078,12243
6431,500,500,0,0,0,4,0,0,0,4,85,6078,6930
6476,50,50,0,0,0,4,0,455,0,4,85,6078,6525
6498,78,50,0,0,0,4,0,433,0,4,85,6078,6575
6505,571,500,0,0,0,5,0,426,0,4,85,6078,7075
9814,50,50,0,0,0,0,0,0,0,5,85,9708,9863
9836,5003,5000,1,1,0,0,1,2405,3,5,85,9708,14838
9877,50,50,0,0,0,0,0,0,0,5,85,9708,9926
10101,500,500,0,0,0,0,0,0,0,5,85,9708,10600
10149,50,50,0,0,0,0,0,452,0,5,85,9708,10198
10167,82,50,0,0,0,0,0,434,0,5,85,9708,10248
10180,569,500,0,0,0,1,0,421,0,5,85,9708,10748
10569,5760,5000,0,1,0,0,0,760,0,6,88,10386,16328
10610,500,500,0,0,0,1,0,0,0,6,88,10386,11109
10646,5750,5000,0,1,0,1,0,683,0,6,88,10386,16395
10733,5966,5000,1,1,1,2,1,545,966,6,88,10386,16698
10770,50,50,0,0,0,3,0,340,0,6,88,10386,10819
10792,78,50,0,0,0,3,0,318,0,6,88,10386,10869
10792,128,50,0,0,0,4,0,318,0,6,88,10386,10919
10801,169,50,0,0,1,5,0,309,0,6,88,10386,10969
10832,638,500,0,0,1,5,0,278,0,6,88,10386,11469
10848,312,50,0,0,2,6,0,262,0,6,88,10386,11159
12785,500,500,0,0,0,0,0,0,0,7,81,12654,13284
12793,50,50,0,0,0,0,0,492,0,7,81,12654,12842
12842,51,50,0,0,0,0,1,443,0,7,81,12654,12892
12844,5002,5000,1,1,0,0,2,0,2,7,81,12654,17845
12879,502,500,1,0,0,0,1,4965,2,7,81,12654,13380
13028,50,50,0,0,0,0,0,257,0,7,81,12654,13077
13074,53,50,1,0,0,0,1,4769,3,7,81,12654,13126
13128,50,50,0,0,0,0,0,157,0,7,81,12654,13177
13142,52,50,1,0,0,0,1,4702,2,7,81,12654,13193
14927,50,50,0,0,0,0,0,0,0,8,81,14784,14976
14990,50,50,0,0,0,0,0,0,0,8,81,14784,15039
15005,50,50,0,0,0,0,0,35,0,8,81,14784,15054
15005,52,50,1,0,0,1,2,2839,2,8,81,14784,15056
