Thread ID,Busy Time,Task Time,Work Stealing Time,Work Steal Spin Time,Enqueue Time,Requeue Time,Successful Work Steal Time,Unsuccessful Work Steal Time,Allocation Time,Non Work Conserving Time,Distracted Time,Unpaired Time,Paired Time
0,999889,999889,0,0,0,0,0,0,0,0,0,0,0
1,999889,999889,0,0,0,0,0,0,0,0,0,0,0
2,1000000,999862,138,0,0,0,28,110,0,27,1,0,0
3,1000002,999858,144,0,0,0,29,111,0,33,3,0,0
4,1000000,999860,140,0,0,0,28,112,0,29,2,0,0
5,1000000,999876,124,0,0,0,13,111,0,13,1,0,0
6,1000000,999866,134,0,0,0,23,111,0,23,6,0,0
7,1000000,999858,142,0,0,0,30,112,0,31,9,0,0
8,1000000,999865,135,0,0,0,24,111,0,24,4,0,0
