Thread ID,Busy Time,Task Time,Work Stealing Time,Work Steal Spin Time,Enqueue Time,Requeue Time,Successful Work Steal Time,Unsuccessful Work Steal Time,Allocation Time,Non Work Conserving Time,Distracted Time,Unpaired Time,Paired Time
0,994231,994231,0,0,0,0,0,0,0,0,0,0,0
1,992981,992981,0,0,0,0,0,0,0,0,0,0,0
2,1000000,993338,6662,0,0,0,135,6527,0,796,6,0,0
3,1000001,994921,5080,0,0,0,124,4954,0,808,9,0,0
4,1000000,994991,5009,0,0,0,112,4897,0,109,10,0,0
5,1000002,993729,6273,0,0,0,120,6149,0,120,16,0,0
6,1000002,994334,5668,0,0,0,90,5574,0,101,14,0,0
7,1000002,995088,4914,0,0,0,101,4809,0,108,13,0,0
8,1000003,993771,6232,0,0,0,126,6100,0,129,13,0,0
