Arrival Time,Time in System,Request Service Time,Steal Count,Original Queue,Queue Length,Total Queue Length,Queue Checks,Time Left of Task Ahead,Requeue Wait Time,job_id,tasks_num_of_single_job,task_generation_time,completion_time
3986,50,50,0,0,0,0,0,0,0,0,85,3833,4035
4135,50,50,0,0,0,0,0,0,0,0,85,3833,4184
4196,50,50,0,0,0,0,0,0,0,0,85,3833,4245
4212,500,500,0,0,0,0,0,34,0,0,85,3833,4711
4229,5000,5000,0,1,0,0,0,0,0,0,85,3833,9228
4295,50,50,0,0,0,0,0,0,0,0,85,3833,4344
4309,52,50,1,0,0,0,4,4918,2,0,85,3833,4360
9811,50,50,0,0,0,0,0,0,0,1,89,9672,9860
9835,50,50,0,0,0,0,0,26,0,1,89,9672,9884
9858,502,500,1,0,0,0,4,1,2,1,89,9672,10359
9882,50,50,0,0,0,0,0,0,0,1,89,9672,9931
9884,51,50,0,0,0,0,1,48,0,1,89,9672,9934
9892,5001,5000,0,1,0,0,2,1,0,1,89,9672,14892
9896,502,500,1,0,0,0,2,1,2,1,89,9672,10397
9931,5002,5000,1,1,0,0,3,1,2,1,89,9672,14932
10082,5002,5000,1,1,0,0,2,1,2,1,89,9672,15083
10094,500,500,0,0,0,0,0,0,0,1,89,9672,10593
10132,50,50,0,0,0,0,0,462,0,1,89,9672,10181
18473,50,50,0,0,0,0,0,0,0,2,88,18353,18522
18537,50,50,0,0,0,0,0,0,0,2,88,18353,18586
18565,500,500,0,0,0,0,0,22,0,2,88,18353,19064
18575,502,500,1,0,0,0,6,1,2,2,88,18353,19076
18607,5001,5000,0,1,0,0,4,1,0,2,88,18353,23607
18654,50,50,0,0,0,0,0,0,0,2,88,18353,18703
18690,52,50,1,0,0,0,2,1,2,2,88,18353,18741
18795,50,50,0,0,0,0,0,0,0,2,88,18353,18844
18843,5001,5000,1,1,0,0,1,1,2,2,88,18353,23843
23291,50,50,0,0,0,0,0,0,0,3,90,23158,23340
23350,5001,5000,0,1,0,0,3,258,0,3,90,23158,28350
23437,5002,5000,1,1,0,0,2,1,2,3,90,23158,28438
23481,500,500,0,0,0,0,0,0,0,3,90,23158,23980
23482,50,50,0,0,0,0,0,499,0,3,90,23158,23531
23502,502,500,1,0,0,0,2,1,2,3,90,23158,24003
23531,5002,5000,1,1,0,0,1,0,2,3,90,23158,28532
23532,5002,5000,1,1,0,1,1,4999,2,3,90,23158,28533
23570,500,500,0,0,0,0,0,411,0,3,90,23158,24069
23575,86,50,1,0,0,0,1,0,36,3,90,23158,23660
23630,5031,5000,0,1,0,0,0,31,0,3,90,23158,28660
23999,50,50,0,0,0,0,0,0,0,4,80,23851,24048
24059,500,500,0,0,0,0,0,0,0,4,80,23851,24558
24126,5003,5000,1,1,0,0,2,4404,3,4,80,23851,29128
24227,50,50,0,0,0,0,0,332,0,4,80,23851,24276
24270,52,50,1,0,0,0,1,4261,2,4,80,23851,24321
33771,50,50,0,0,0,0,0,0,0,5,89,33622,33820
33807,50,50,0,0,0,0,0,14,0,5,89,33622,33856
33823,5000,5000,0,1,0,0,0,0,0,5,89,33622,38822
33855,50,50,0,0,0,0,0,0,0,5,89,33622,33904
33903,50,50,0,0,0,0,0,2,0,5,89,33622,33952
33915,50,50,0,0,0,0,0,0,0,5,89,33622,33964
34024,500,500,0,0,0,0,0,0,0,5,89,33622,34523
34055,50,50,0,0,0,0,0,469,0,5,89,33622,34104
34086,52,50,1,0,0,0,5,4735,2,5,89,33622,34137
34093,501,500,1,0,0,0,2,0,2,5,89,33622,34593
37095,5001,5000,0,1,0,0,1,1728,0,6,84,36906,42095
37114,50,50,0,0,0,0,0,0,0,6,84,36906,37163
37344,50,50,0,0,0,0,0,0,0,6,84,36906,37393
37400,50,50,0,0,0,0,0,0,0,6,84,36906,37449
46341,50,50,0,0,0,0,0,0,0,7,87,46237,46390
46387,500,500,0,0,0,0,0,4,0,7,87,46237,46886
46454,50,50,0,0,0,0,0,0,0,7,87,46237,46503
46520,500,500,0,0,0,0,0,0,0,7,87,46237,47019
46534,5000,5000,0,1,0,0,0,1,0,7,87,46237,51533
46563,5001,5000,0,1,0,0,3,1,0,7,87,46237,51563
46569,52,50,1,0,0,0,4,1,2,7,87,46237,46620
46572,52,50,1,0,0,0,4,1,2,7,87,46237,46623
46584,51,50,1,0,0,0,2,0,2,7,87,46237,46634
46635,502,500,1,0,0,0,2,0,2,7,87,46237,47136
46654,51,50,1,0,0,0,3,481,2,7,87,46237,46704
46685,5001,5000,1,1,0,0,1,450,2,7,87,46237,51685
46691,502,500,1,0,0,0,2,444,2,7,87,46237,47192
48079,5002,5000,1,1,0,0,2,0,2,8,86,47951,53080
48081,50,50,0,0,0,1,0,0,0,8,86,47951,48130
48120,50,50,0,0,0,0,0,11,0,8,86,47951,48169
48135,50,50,0,0,0,0,0,0,0,8,86,47951,48184
48148,53,50,1,0,0,0,3,4930,3,8,86,47951,48200
48192,50,50,0,0,0,0,0,0,0,8,86,47951,48241
48202,50,50,0,0,0,0,0,40,0,8,86,47951,48251
48230,51,50,1,0,0,0,2,4849,2,8,86,47951,48280
48235,54,50,1,0,0,0,2,4842,4,8,86,47951,48288
48254,50,50,0,0,0,0,0,0,0,8,86,47951,48303
48315,5002,5000,1,1,0,0,3,4764,2,8,86,47951,53316
48342,50,50,0,0,0,0,0,0,0,8,86,47951,48391
49128,50,50,0,0,0,0,0,0,0,9,81,49004,49177
49136,500,500,0,0,0,0,0,42,0,9,81,49004,49635
49169,5002,5000,1,1,0,0,2,3910,2,9,81,49004,54170
49218,500,500,0,0,0,0,0,0,0,9,81,49004,49717
