Thread ID,Busy Time,Task Time,Work Stealing Time,Work Steal Spin Time,Enqueue Time,Requeue Time,Successful Work Steal Time,Unsuccessful Work Steal Time,Allocation Time,Non Work Conserving Time,Distracted Time,Unpaired Time,Paired Time
0,989741,989741,0,0,0,0,0,0,0,0,0,7775,1089
1,986424,986424,0,0,0,0,0,0,0,0,0,10252,1972
2,999699,929401,70298,0,0,0,41040,26250,0,45976,93,26844,43361
3,999697,930401,69296,0,0,0,41330,25210,0,47135,2809,29023,37464
4,999670,978321,21349,0,0,0,10540,10510,0,10008,465,15550,5334
5,999675,975842,23833,0,0,0,9610,13550,0,8892,596,19319,3918
6,999673,978422,21251,0,0,0,10030,10660,0,9361,868,16097,4286
7,999673,982902,16771,0,0,0,7810,8380,0,7431,876,13247,2648
8,999672,976222,23450,0,0,0,11890,11080,0,11338,1497,16602,5351
