Arrival Time,Time in System,Request Service Time,Steal Count,Original Queue,Queue Length,Total Queue Length,Queue Checks,Time Left of Task Ahead,Requeue Wait Time,job_id,tasks_num_of_single_job,task_generation_time,completion_time
3937,50,50,0,0,0,0,0,0,0,0,85,3833,3986
3986,50,50,0,0,0,0,0,1,0,0,85,3833,4035
3995,50,50,0,0,0,0,0,0,0,0,85,3833,4044
4024,52,50,1,0,0,0,5,0,2,0,85,3833,4075
4066,500,500,0,0,0,0,0,0,0,0,85,3833,4565
4081,50,50,0,0,0,0,0,485,0,0,85,3833,4130
4089,52,50,1,0,0,0,7,1,2,0,85,3833,4140
4143,50,50,0,0,0,0,0,423,0,0,85,3833,4192
4153,5000,5000,0,1,0,0,0,1,0,0,85,3833,9152
4247,50,50,0,0,0,0,0,319,0,0,85,3833,4296
4311,5000,5000,0,1,0,0,0,0,0,0,85,3833,9310
9806,50,50,0,0,0,0,0,0,0,1,89,9672,9855
9835,50,50,0,0,0,0,0,21,0,1,89,9672,9884
9937,50,50,0,0,0,0,0,0,0,1,89,9672,9986
9966,500,500,0,0,0,0,0,21,0,1,89,9672,10465
9995,50,50,0,0,0,0,0,0,0,1,89,9672,10044
10040,52,50,1,0,0,0,2,0,2,1,89,9672,10091
10050,50,50,0,0,0,0,0,0,0,1,89,9672,10099
10063,52,50,1,0,0,0,4,0,2,1,89,9672,10114
10076,52,50,1,0,0,0,4,14,2,1,89,9672,10127
10105,50,50,0,0,0,0,0,0,0,1,89,9672,10154
10116,52,50,1,0,0,0,2,0,2,1,89,9672,10167
10145,502,500,1,0,0,0,4,21,2,1,89,9672,10646
18453,50,50,0,0,0,0,0,0,0,2,88,18353,18502
18473,50,50,0,0,0,0,0,30,0,2,88,18353,18522
18509,50,50,0,0,0,0,0,0,0,2,88,18353,18558
18564,50,50,0,0,0,0,0,0,0,2,88,18353,18613
18568,50,50,0,0,0,0,0,46,0,2,88,18353,18617
18587,52,50,1,0,0,0,6,1,2,2,88,18353,18638
18588,50,50,1,0,0,1,3,1,1,2,88,18353,18637
18822,50,50,0,0,0,0,0,0,0,2,88,18353,18871
23364,500,500,0,0,0,0,0,0,0,3,90,23158,23863
23405,50,50,0,0,0,0,0,459,0,3,90,23158,23454
23411,51,50,1,0,0,0,2,0,2,3,90,23158,23461
23436,502,500,1,0,0,0,6,0,2,3,90,23158,23937
23482,50,50,0,0,0,0,0,382,0,3,90,23158,23531
23537,5002,5000,1,1,0,0,3,0,2,3,90,23158,28538
23548,50,50,0,0,0,0,0,316,0,3,90,23158,23597
