job_id,tasks_num_of_single_job,task_generation_time,arrival_time,service_time
0,82,1116,1216,500
0,82,1116,1227,50
0,82,1116,1228,50
0,82,1116,1233,500
0,82,1116,1241,50
0,82,1116,1249,50
0,82,1116,1263,5000
0,82,1116,1265,5000
0,82,1116,1267,50
0,82,1116,1269,50
0,82,1116,1276,50
0,82,1116,1291,5000
0,82,1116,1292,50
0,82,1116,1294,5000
0,82,1116,1302,5000
0,82,1116,1307,50
0,82,1116,1311,50
0,82,1116,1312,50
0,82,1116,1313,50
0,82,1116,1320,50
0,82,1116,1325,500
0,82,1116,1328,5000
0,82,1116,1329,50
0,82,1116,1333,50
0,82,1116,1336,50
0,82,1116,1339,50
0,82,1116,1340,50
0,82,1116,1354,50
0,82,1116,1355,500
0,82,1116,1355,50
0,82,1116,1357,5000
0,82,1116,1362,50
0,82,1116,1375,5000
0,82,1116,1377,50
0,82,1116,1379,50
0,82,1116,1383,5000
0,82,1116,1395,5000
0,82,1116,1397,5000
0,82,1116,1408,50
0,82,1116,1411,50
0,82,1116,1416,50
0,82,1116,1416,50
0,82,1116,1421,500
0,82,1116,1434,50
0,82,1116,1435,500
0,82,1116,1437,50
0,82,1116,1438,500
0,82,1116,1439,50
0,82,1116,1444,50
0,82,1116,1446,5000
0,82,1116,1447,50
0,82,1116,1459,50
0,82,1116,1460,50
0,82,1116,1471,50
0,82,1116,1484,500
0,82,1116,1490,50
0,82,1116,1491,500
0,82,1116,1493,5000
0,82,1116,1497,5000
0,82,1116,1504,500
0,82,1116,1506,50
0,82,1116,1509,50
0,82,1116,1511,50
0,82,1116,1513,500
0,82,1116,1521,50
0,82,1116,1521,5000
0,82,1116,1524,50
0,82,1116,1527,500
0,82,1116,1530,5000
0,82,1116,1537,50
0,82,1116,1543,500
0,82,1116,1557,50
0,82,1116,1559,500
0,82,1116,1563,50
0,82,1116,1568,500
0,82,1116,1584,50
0,82,1116,1597,500
0,82,1116,1598,50
0,82,1116,1599,500
0,82,1116,1599,50
0,82,1116,1610,500
0,82,1116,1616,50
1,85,1583,1691,5000
1,85,1583,1702,50
1,85,1583,1703,50
1,85,1583,1703,50
1,85,1583,1707,500
1,85,1583,1713,500
1,85,1583,1716,50
1,85,1583,1717,50
1,85,1583,1730,50
1,85,1583,1730,50
1,85,1583,1735,50
1,85,1583,1737,50
1,85,1583,1737,500
1,85,1583,1747,50
1,85,1583,1757,500
1,85,1583,1784,500
1,85,1583,1784,50
1,85,1583,1788,50
1,85,1583,1795,50
1,85,1583,1797,50
1,85,1583,1801,50
1,85,1583,1801,50
1,85,1583,1809,50
1,85,1583,1812,50
1,85,1583,1816,50
1,85,1583,1828,50
1,85,1583,1841,5000
1,85,1583,1847,50
1,85,1583,1849,500
1,85,1583,1851,50
1,85,1583,1858,50
1,85,1583,1862,50
1,85,1583,1866,50
1,85,1583,1870,5000
1,85,1583,1876,50
1,85,1583,1887,500
1,85,1583,1892,500
1,85,1583,1895,50
1,85,1583,1903,50
1,85,1583,1908,50
1,85,1583,1910,5000
1,85,1583,1912,5000
1,85,1583,1912,50
1,85,1583,1913,5000
1,85,1583,1928,50
1,85,1583,1933,50
1,85,1583,1935,5000
1,85,1583,1944,50
1,85,1583,1946,500
1,85,1583,1950,5000
1,85,1583,1956,5000
1,85,1583,1962,50
1,85,1583,1962,50
1,85,1583,1967,50
1,85,1583,1985,50
1,85,1583,1986,5000
1,85,1583,1989,50
1,85,1583,1989,50
1,85,1583,1990,50
1,85,1583,1999,5000
1,85,1583,2006,5000
1,85,1583,2007,50
1,85,1583,2007,50
1,85,1583,2017,50
1,85,1583,2019,50
1,85,1583,2020,50
1,85,1583,2025,50
1,85,1583,2032,50
1,85,1583,2038,50
1,85,1583,2041,5000
1,85,1583,2041,5000
1,85,1583,2044,50
1,85,1583,2045,5000
1,85,1583,2048,50
1,85,1583,2049,50
1,85,1583,2050,5000
1,85,1583,2051,5000
1,85,1583,2052,50
1,85,1583,2059,5000
1,85,1583,2065,500
1,85,1583,2071,50
1,85,1583,2073,50
1,85,1583,2075,5000
1,85,1583,2077,5000
1,85,1583,2083,5000
2,85,2118,2218,50
2,85,2118,2221,500
2,85,2118,2234,50
2,85,2118,2235,50
2,85,2118,2237,5000
2,85,2118,2254,50
2,85,2118,2256,500
2,85,2118,2257,500
2,85,2118,2258,5000
2,85,2118,2259,5000
2,85,2118,2265,50
2,85,2118,2266,50
2,85,2118,2272,50
2,85,2118,2274,50
2,85,2118,2280,50
2,85,2118,2281,50
2,85,2118,2288,50
2,85,2118,2294,50
2,85,2118,2299,50
2,85,2118,2300,50
2,85,2118,2307,50
2,85,2118,2310,50
2,85,2118,2332,5000
2,85,2118,2343,50
2,85,2118,2352,50
2,85,2118,2353,50
2,85,2118,2354,50
2,85,2118,2360,50
2,85,2118,2363,50
2,85,2118,2371,50
2,85,2118,2384,500
2,85,2118,2385,5000
2,85,2118,2389,50
2,85,2118,2392,50
2,85,2118,2399,5000
2,85,2118,2400,500
2,85,2118,2408,5000
2,85,2118,2408,5000
2,85,2118,2409,50
2,85,2118,2417,500
2,85,2118,2419,50
2,85,2118,2420,5000
2,85,2118,2420,500
2,85,2118,2420,50
2,85,2118,2422,50
2,85,2118,2425,5000
2,85,2118,2443,5000
2,85,2118,2443,50
2,85,2118,2444,50
2,85,2118,2451,50
2,85,2118,2461,50
2,85,2118,2474,50
2,85,2118,2484,500
2,85,2118,2487,50
2,85,2118,2491,50
2,85,2118,2498,50
2,85,2118,2498,50
2,85,2118,2501,50
2,85,2118,2506,500
2,85,2118,2506,50
2,85,2118,2511,50
2,85,2118,2512,50
2,85,2118,2517,50
2,85,2118,2519,50
2,85,2118,2522,50
2,85,2118,2525,50
2,85,2118,2528,5000
2,85,2118,2545,50
2,85,2118,2550,500
2,85,2118,2559,50
2,85,2118,2560,50
2,85,2118,2567,50
2,85,2118,2572,50
2,85,2118,2583,500
2,85,2118,2586,50
2,85,2118,2588,50
2,85,2118,2589,50
2,85,2118,2591,50
2,85,2118,2591,50
2,85,2118,2599,5000
2,85,2118,2605,50
2,85,2118,2608,5000
2,85,2118,2610,5000
2,85,2118,2612,5000
2,85,2118,2612,50
3,89,3851,3951,50
3,89,3851,3953,50
3,89,3851,3957,50
3,89,3851,3965,5000
3,89,3851,3965,50
3,89,3851,3984,50
3,89,3851,3985,500
3,89,3851,3986,5000
3,89,3851,3992,5000
3,89,3851,3995,500
3,89,3851,4011,50
3,89,3851,4011,5000
3,89,3851,4015,500
3,89,3851,4019,500
3,89,3851,4020,50
3,89,3851,4020,500
3,89,3851,4025,50
3,89,3851,4026,5000
3,89,3851,4031,50
3,89,3851,4031,50
3,89,3851,4032,500
3,89,3851,4032,500
3,89,3851,4036,50
3,89,3851,4037,500
3,89,3851,4047,50
3,89,3851,4049,500
3,89,3851,4055,5000
3,89,3851,4058,50
3,89,3851,4066,500
3,89,3851,4067,5000
3,89,3851,4071,5000
3,89,3851,4079,5000
3,89,3851,4083,500
3,89,3851,4102,50
3,89,3851,4103,50
3,89,3851,4110,5000
3,89,3851,4112,50
3,89,3851,4113,5000
3,89,3851,4113,50
3,89,3851,4115,50
3,89,3851,4119,5000
3,89,3851,4120,50
3,89,3851,4135,50
3,89,3851,4135,50
3,89,3851,4138,50
3,89,3851,4139,50
3,89,3851,4139,50
3,89,3851,4144,50
3,89,3851,4144,50
3,89,3851,4160,50
3,89,3851,4164,50
3,89,3851,4167,50
3,89,3851,4169,500
3,89,3851,4171,50
3,89,3851,4183,50
3,89,3851,4183,50
3,89,3851,4188,50
3,89,3851,4193,50
3,89,3851,4193,50
3,89,3851,4195,50
3,89,3851,4199,50
3,89,3851,4201,50
3,89,3851,4205,500
3,89,3851,4214,5000
3,89,3851,4216,50
3,89,3851,4221,50
3,89,3851,4226,50
3,89,3851,4228,500
3,89,3851,4245,50
3,89,3851,4260,500
3,89,3851,4270,50
3,89,3851,4285,50
3,89,3851,4286,500
3,89,3851,4295,500
3,89,3851,4298,500
3,89,3851,4301,50
3,89,3851,4303,500
3,89,3851,4311,50
3,89,3851,4314,50
3,89,3851,4320,50
3,89,3851,4323,50
3,89,3851,4326,500
3,89,3851,4329,50
3,89,3851,4336,5000
3,89,3851,4337,50
3,89,3851,4339,50
3,89,3851,4343,500
3,89,3851,4346,500
3,89,3851,4351,5000
4,85,6078,6186,50
4,85,6078,6192,500
4,85,6078,6199,50
4,85,6078,6200,50
4,85,6078,6203,500
4,85,6078,6209,50
4,85,6078,6219,50
4,85,6078,6221,500
4,85,6078,6235,50
4,85,6078,6240,50
4,85,6078,6256,500
4,85,6078,6259,500
4,85,6078,6269,50
4,85,6078,6269,500
4,85,6078,6281,50
4,85,6078,6288,50
4,85,6078,6294,5000
4,85,6078,6294,500
4,85,6078,6301,50
4,85,6078,6308,50
4,85,6078,6310,50
4,85,6078,6313,5000
4,85,6078,6327,50
4,85,6078,6335,500
4,85,6078,6336,50
4,85,6078,6337,50
4,85,6078,6338,50
4,85,6078,6338,50
4,85,6078,6343,50
4,85,6078,6344,50
4,85,6078,6345,5000
4,85,6078,6351,5000
4,85,6078,6359,50
4,85,6078,6359,50
4,85,6078,6360,50
4,85,6078,6362,50
4,85,6078,6367,50
4,85,6078,6369,50
4,85,6078,6374,50
4,85,6078,6381,50
4,85,6078,6381,50
4,85,6078,6381,50
4,85,6078,6383,50
4,85,6078,6384,50
4,85,6078,6387,50
4,85,6078,6395,50
4,85,6078,6398,50
4,85,6078,6402,50
4,85,6078,6406,50
4,85,6078,6423,50
4,85,6078,6431,500
4,85,6078,6438,50
4,85,6078,6441,50
4,85,6078,6450,50
4,85,6078,6453,50
4,85,6078,6454,5000
4,85,6078,6458,50
4,85,6078,6460,50
4,85,6078,6476,50
4,85,6078,6481,50
4,85,6078,6487,50
4,85,6078,6491,50
4,85,6078,6491,50
4,85,6078,6493,5000
4,85,6078,6493,500
4,85,6078,6498,50
4,85,6078,6502,500
4,85,6078,6503,50
4,85,6078,6505,500
4,85,6078,6512,50
4,85,6078,6518,50
4,85,6078,6525,5000
4,85,6078,6529,50
4,85,6078,6532,50
4,85,6078,6534,50
4,85,6078,6538,5000
4,85,6078,6547,500
4,85,6078,6555,50
4,85,6078,6565,500
4,85,6078,6566,500
4,85,6078,6567,50
4,85,6078,6571,50
4,85,6078,6572,50
4,85,6078,6575,5000
4,85,6078,6578,50
5,85,9708,9810,5000
5,85,9708,9813,50
5,85,9708,9814,50
5,85,9708,9821,50
5,85,9708,9822,500
5,85,9708,9830,50
5,85,9708,9836,5000
5,85,9708,9839,5000
5,85,9708,9843,50
5,85,9708,9843,500
5,85,9708,9850,5000
5,85,9708,9853,5000
5,85,9708,9854,50
5,85,9708,9863,50
5,85,9708,9874,50
5,85,9708,9877,50
5,85,9708,9877,5000
5,85,9708,9882,50
5,85,9708,9885,500
5,85,9708,9889,50
5,85,9708,9890,50
5,85,9708,9894,500
5,85,9708,9902,5000
5,85,9708,9906,500
5,85,9708,9915,500
5,85,9708,9922,50
