job_id,tasks_num_of_single_job,task_generation_time,arrival_time,service_time
0,89,468,576,500
0,89,468,576,500
0,89,468,579,5500
0,89,468,584,500
0,89,468,591,500
0,89,468,596,500
0,89,468,600,500
0,89,468,611,500
0,89,468,620,500
0,89,468,620,500
0,89,468,630,500
0,89,468,661,500
0,89,468,679,500
0,89,468,681,5500
0,89,468,694,500
0,89,468,695,500
0,89,468,706,500
0,89,468,712,500
0,89,468,714,500
0,89,468,726,500
0,89,468,727,5500
0,89,468,775,500
0,89,468,777,500
0,89,468,780,500
0,89,468,781,500
0,89,468,791,500
0,89,468,804,500
0,89,468,809,500
0,89,468,814,500
0,89,468,819,5500
0,89,468,822,500
0,89,468,842,500
0,89,468,859,500
0,89,468,862,500
0,89,468,865,500
0,89,468,874,5500
0,89,468,897,5500
0,89,468,920,500
0,89,468,943,5500
0,89,468,957,500
0,89,468,962,5500
0,89,468,963,500
0,89,468,964,500
0,89,468,966,500
0,89,468,971,500
0,89,468,976,500
0,89,468,995,500
0,89,468,1003,500
0,89,468,1012,500
0,89,468,1031,500
0,89,468,1034,500
0,89,468,1040,500
0,89,468,1064,500
0,89,468,1070,500
0,89,468,1088,500
0,89,468,1094,500
0,89,468,1110,500
0,89,468,1129,500
0,89,468,1174,500
0,89,468,1174,500
0,89,468,1197,500
0,89,468,1202,500
0,89,468,1211,500
0,89,468,1212,500
0,89,468,1222,500
0,89,468,1227,500
0,89,468,1248,500
0,89,468,1260,5500
0,89,468,1263,5500
0,89,468,1271,500
0,89,468,1274,500
0,89,468,1283,500
0,89,468,1283,5500
0,89,468,1297,500
0,89,468,1300,500
0,89,468,1315,500
0,89,468,1329,500
0,89,468,1336,500
0,89,468,1347,500
0,89,468,1371,500
0,89,468,1377,500
0,89,468,1411,5500
0,89,468,1421,5500
0,89,468,1427,5500
0,89,468,1428,500
0,89,468,1440,500
0,89,468,1451,5500
0,89,468,1464,500
0,89,468,1467,500
1,84,2130,2232,500
1,84,2130,2236,500
1,84,2130,2237,5500
1,84,2130,2252,500
1,84,2130,2258,500
1,84,2130,2262,500
1,84,2130,2265,500
1,84,2130,2274,5500
1,84,2130,2298,5500
1,84,2130,2298,500
1,84,2130,2323,500
1,84,2130,2333,5500
1,84,2130,2359,500
1,84,2130,2361,500
1,84,2130,2390,5500
