Arrival Time,Time in System,Request Service Time,Steal Count,Original Queue,Queue Length,Total Queue Length,Queue Checks,Time Left of Task Ahead,Requeue Wait Time,job_id,tasks_num_of_single_job,task_generation_time,completion_time
1228,50,50,0,0,0,0,0,0,0,0,82,1116,1277
1307,50,50,0,0,0,0,0,0,0,0,82,1116,1356
1377,50,50,0,0,0,0,0,0,0,0,82,1116,1426
1416,50,50,0,0,0,0,0,11,0,0,82,1116,1465
1435,500,500,0,0,0,0,0,0,0,0,82,1116,1934
1471,50,50,0,0,0,0,0,464,0,0,82,1116,1520
1504,502,500,1,0,0,0,5,0,2,0,82,1116,2005
1584,50,50,0,0,0,0,0,351,0,0,82,1116,1633
1610,502,500,1,0,0,0,5,0,2,0,82,1116,2111
1788,50,50,0,0,0,0,0,147,0,1,85,1583,1837
1801,52,50,1,0,0,0,4,309,2,1,85,1583,1852
1816,51,50,1,0,0,0,3,188,2,1,85,1583,1866
1841,5002,5000,1,1,0,0,3,163,2,1,85,1583,6842
1892,500,500,0,0,0,0,0,43,0,1,85,1583,2391
2019,50,50,0,0,0,0,0,0,0,1,85,1583,2068
2052,51,50,1,0,0,0,2,0,2,1,85,1583,2102
2077,5001,5000,0,1,0,0,3,35,0,1,85,1583,7077
2235,50,50,0,0,0,0,0,0,0,2,85,2118,2284
2265,52,50,1,0,0,0,3,0,2,2,85,2118,2316
2266,51,50,1,0,0,1,0,0,1,2,85,2118,2316
2332,5000,5000,0,1,0,0,0,0,0,2,85,2118,7331
2352,50,50,0,0,0,0,0,0,0,2,85,2118,2401
2512,50,50,0,0,0,0,0,0,0,2,85,2118,2561
2567,50,50,0,0,0,0,0,0,0,2,85,2118,2616
3951,50,50,0,0,0,0,0,0,0,3,89,3851,4000
3957,50,50,0,0,0,0,0,44,0,3,89,3851,4006
3965,52,50,1,0,0,0,1,1,2,3,89,3851,4016
4025,50,50,0,0,0,0,0,0,0,3,89,3851,4074
4026,5002,5000,1,1,0,0,3,0,2,3,89,3851,9027
4031,50,50,0,0,0,0,0,44,0,3,89,3851,4080
4032,503,500,1,0,0,0,1,4993,3,3,89,3851,4534
4102,50,50,0,0,0,0,0,0,0,3,89,3851,4151
4103,50,50,0,0,0,0,0,49,0,3,89,3851,4152
4110,5003,5000,1,1,0,0,2,4915,3,3,89,3851,9112
4144,54,50,1,0,0,0,1,4880,4,3,89,3851,4197
4169,500,500,0,0,0,0,0,0,0,3,89,3851,4668
4183,50,50,0,0,0,0,0,486,0,3,89,3851,4232
4183,68,50,1,0,0,1,1,4827,18,3,89,3851,4250
4193,108,50,1,0,0,1,1,4827,8,3,89,3851,4300
4195,88,50,0,0,1,2,1,474,0,3,89,3851,4282
4201,132,50,0,0,0,3,0,468,0,3,89,3851,4332
4205,599,500,1,0,1,3,1,4724,99,3,89,3851,4803
4311,72,50,0,0,0,0,0,358,0,3,89,3851,4382
4329,104,50,0,0,0,1,0,340,0,3,89,3851,4432
4339,144,50,0,0,0,1,0,330,0,3,89,3851,4482
6186,50,50,0,0,0,0,0,0,0,4,85,6078,6235
6269,50,50,0,0,0,0,0,0,0,4,85,6078,6318
6327,50,50,0,0,0,0,0,0,0,4,85,6078,6376
6359,50,50,0,0,0,0,0,18,0,4,85,6078,6408
6402,50,50,0,0,0,0,0,0,0,4,85,6078,6451
6406,52,50,1,0,0,0,2,2620,2,4,85,6078,6457
6441,50,50,0,0,0,0,0,11,0,4,85,6078,6490
6460,50,50,0,0,0,0,0,0,0,4,85,6078,6509
6534,50,50,0,0,0,0,0,0,0,4,85,6078,6583
6572,50,50,0,0,0,0,0,12,0,4,85,6078,6621
9822,500,500,0,0,0,0,0,0,0,5,85,9708,10321
9839,5000,5000,0,1,0,0,0,1,0,5,85,9708,14838
9915,500,500,0,0,0,0,0,407,0,5,85,9708,10414
9933,52,50,1,0,0,0,5,0,2,5,85,9708,9984
9995,52,50,1,0,0,0,3,1,2,5,85,9708,10046
10040,52,50,1,0,0,0,4,0,2,5,85,9708,10091
10043,52,50,1,0,0,0,4,1,2,5,85,9708,10094
10090,52,50,1,0,0,0,3,1,2,5,85,9708,10141
10092,500,500,1,0,0,1,1,0,1,5,85,9708,10591
10162,52,50,1,0,0,0,5,0,2,5,85,9708,10213
10192,5003,5000,1,1,0,0,4,0,3,5,85,9708,15194
10202,52,50,1,0,0,0,1,4991,2,5,85,9708,10253
10505,500,500,0,0,0,0,0,0,0,6,88,10386,11004
10516,500,500,0,0,0,0,0,489,0,6,88,10386,11015
10626,52,50,1,0,0,0,1,0,2,6,88,10386,10677
10667,501,500,1,0,0,0,2,4526,2,6,88,10386,11167
10684,52,50,1,0,0,0,2,0,2,6,88,10386,10735
