Thread ID,Busy Time,Task Time,Work Stealing Time,Work Steal Spin Time,Enqueue Time,Requeue Time,Successful Work Steal Time,Unsuccessful Work Steal Time,Allocation Time,Non Work Conserving Time,Distracted Time,Unpaired Time,Paired Time
0,998785,998785,0,0,0,0,0,0,0,0,0,0,0
1,998692,998692,0,0,0,0,0,0,0,0,0,0,0
2,999373,997893,1480,0,0,0,820,660,0,793,1,0,0
3,999374,998364,1010,0,0,0,220,690,0,323,1,0,0
4,999373,998473,900,0,0,0,220,680,0,213,0,0,0
5,999373,998343,1030,0,0,0,340,690,0,343,4,0,0
6,999373,998473,900,0,0,0,230,670,0,213,1,0,0
7,999374,998584,790,0,0,0,0,690,0,103,1,0,0
8,999374,998344,1030,0,0,0,240,680,0,343,4,0,0
