Arrival Time,Time in System,Request Service Time,Steal Count,Original Queue,Queue Length,Total Queue Length,Queue Checks,Time Left of Task Ahead,Requeue Wait Time,job_id,tasks_num_of_single_job,task_generation_time,completion_time
576,500,500,0,0,0,0,0,0,0,0,89,468,1075
596,500,500,0,0,0,0,0,480,0,0,89,468,1095
611,502,500,1,0,0,0,4,1,2,0,89,468,1112
679,502,500,1,0,0,0,3,1,2,0,89,468,1180
726,502,500,1,0,0,0,5,0,2,0,89,468,1227
775,502,500,1,0,0,0,4,1,2,0,89,468,1276
1070,502,500,1,0,0,0,3,1,2,0,89,468,1571
1088,500,500,0,0,0,0,0,0,0,0,89,468,1587
1197,500,500,0,0,0,0,0,391,0,0,89,468,1696
1371,502,500,1,0,0,0,6,0,2,0,89,468,1872
1421,5500,5500,0,2,0,0,1,0,0,0,89,468,6920
1428,501,500,1,0,0,0,2,5491,2,0,89,468,1928
2232,500,500,0,0,0,0,0,0,0,1,84,2130,2731
2236,500,500,0,0,0,0,0,496,0,1,84,2130,2735
2265,502,500,1,0,0,0,4,0,2,1,84,2130,2766
2298,5500,5500,0,2,0,0,1,4623,0,1,84,2130,7797
2418,502,500,1,0,0,0,3,347,2,1,84,2130,2919
2461,502,500,1,0,0,0,2,4458,2,1,84,2130,2962
2567,502,500,1,0,0,0,2,4352,2,1,84,2130,3068
2623,5500,5500,0,2,0,0,0,4298,0,1,84,2130,8122
2670,562,500,0,0,0,0,0,62,0,1,84,2130,3231
2839,500,500,0,0,0,0,0,393,0,1,84,2130,3338
2910,503,500,1,0,0,0,1,0,3,2,84,2800,3412
2913,510,500,1,0,0,1,1,490,10,1,84,2130,3422
2919,546,500,1,0,0,1,2,3956,46,1,84,2130,3464
2952,617,500,1,0,0,1,1,3956,13,1,84,2130,3568
2961,771,500,0,0,1,2,1,271,0,2,84,2800,3731
2990,849,500,0,0,0,2,0,242,0,2,84,2800,3838
3088,827,500,1,0,1,2,1,0,327,2,84,2800,3914
3258,5707,5500,0,2,0,2,0,3663,0,2,84,2800,8964
3304,621,500,1,0,1,3,2,490,121,2,84,2800,3924
3662,502,500,1,0,0,0,1,3257,2,2,84,2800,4163
3680,552,500,0,0,0,0,0,52,0,3,86,3553,4231
3691,648,500,0,0,0,1,0,41,0,3,86,3553,4338
3798,619,500,1,0,0,1,1,0,119,3,86,3553,4416
3839,586,500,1,0,1,2,1,0,78,3,86,3553,4424
3849,817,500,2,0,1,2,2,2755,317,4,88,3699,4665
3855,877,500,0,0,2,3,1,377,0,4,88,3699,4731
3886,953,500,0,0,3,4,1,346,0,4,88,3699,4838
3932,987,500,1,0,1,3,1,0,487,4,88,3699,4918
3934,991,500,1,0,2,4,1,0,485,3,86,3553,4924
3969,1199,500,2,0,3,5,2,2253,699,3,86,3553,5167
3977,1691,500,2,0,4,6,2,2253,691,4,88,3699,5667
4011,2157,500,2,0,5,7,3,2253,657,3,86,3553,6167
4012,1407,500,1,0,6,8,2,0,407,4,88,3699,5418
4013,1412,500,1,0,7,9,2,0,406,4,88,3699,5424
4018,1214,500,0,0,8,10,1,214,0,4,88,3699,5231
4101,1238,500,0,0,9,11,1,131,0,3,86,3553,5338
4140,1592,500,0,0,10,12,1,92,0,3,86,3553,5731
4251,1588,500,0,0,10,11,1,481,0,3,86,3553,5838
4258,1664,500,1,0,11,12,2,0,1164,4,88,3699,5921
4270,1655,500,1,0,12,13,2,0,1152,4,88,3699,5924
4426,1996,500,1,0,5,11,1,0,996,4,88,3699,6421
4462,1963,500,1,0,6,12,1,0,960,3,86,3553,6424
4479,2191,500,2,0,7,13,2,751,1691,4,88,3699,6669
4491,2679,500,2,0,8,14,2,751,1679,3,86,3553,7169
4504,2917,500,2,0,9,15,2,751,1666,3,86,3553,7420
4522,2400,500,1,0,10,16,2,0,900,4,88,3699,6921
4540,2385,500,1,0,11,17,2,0,882,5,85,4404,6924
4542,2880,500,1,0,12,18,2,0,880,5,85,4404,7421
4584,1648,500,0,0,13,19,1,148,0,4,88,3699,6231
4848,1491,500,0,0,12,17,1,384,0,5,85,4404,6338
4940,1792,500,0,0,13,16,1,292,0,5,85,4404,6731
4998,1841,500,0,0,14,17,1,234,0,5,85,4404,6838
5034,2198,500,0,0,15,18,1,198,0,5,85,4404,7231
5116,2223,500,0,0,16,19,1,116,0,5,85,4404,7338
5249,2178,500,1,0,16,18,2,495,1678,5,85,4404,7426
5258,2664,500,1,0,17,19,3,495,1669,5,85,4404,7921
5404,2519,500,2,0,17,19,3,0,2019,5,85,4404,7922
5565,2733,500,2,0,8,18,2,0,1858,6,87,5434,8297
5695,2728,500,2,0,9,18,2,0,1728,6,87,5434,8422
5777,2846,500,2,0,9,18,2,0,1646,6,87,5434,8622
5829,2098,500,1,0,10,19,2,495,1098,6,87,5434,7926
5886,2536,500,1,0,10,19,2,495,1041,6,87,5434,8421
5916,2511,500,1,0,11,20,2,495,1011,6,87,5434,8426
6124,1608,500,0,0,12,19,1,108,0,6,87,5434,7731
6175,1664,500,0,0,13,19,1,57,0,6,87,5434,7838
6271,1961,500,0,0,13,19,1,461,0,6,87,5434,8231
6471,1868,500,0,0,13,17,1,261,0,7,80,6269,8338
6504,2228,500,0,0,14,18,1,228,0,7,80,6269,8731
6551,2288,500,0,0,15,19,1,181,0,7,80,6269,8838
6671,5999,5500,0,2,0,19,0,250,0,7,80,6269,12669
6680,2244,500,1,0,16,20,2,0,1744,7,80,6269,8923
6755,2172,500,1,0,16,20,2,0,1669,7,80,6269,8926
6795,2629,500,1,0,17,21,2,0,1629,7,80,6269,9423
6942,2485,500,1,0,8,18,1,0,1482,7,80,6269,9426
6947,2977,500,1,0,9,19,1,0,1477,7,80,6269,9923
7261,2666,500,1,0,9,18,1,0,1163,7,80,6269,9926
7712,2712,500,1,0,9,15,1,0,712,8,90,7503,10423
7748,2679,500,1,0,9,15,1,0,676,8,90,7503,10426
7875,3049,500,1,0,9,14,1,0,549,9,89,7539,10923
7913,3014,500,1,0,10,15,1,0,511,8,90,7503,10926
7926,3498,500,1,0,11,14,1,0,498,8,90,7503,11423
7955,5843,5500,0,2,0,14,0,468,0,8,90,7503,13797
7956,3471,500,1,0,12,15,1,0,468,9,89,7539,11426
7997,5926,5500,0,2,1,16,0,426,0,8,90,7503,13922
8005,6118,5500,0,2,2,17,0,418,0,9,89,7539,14122
8020,3904,500,1,0,13,18,1,0,404,8,90,7503,11923
8077,1155,500,0,0,14,19,1,155,0,8,90,7503,9231
8095,1244,500,0,0,15,20,1,137,0,9,89,7539,9338
8134,1598,500,0,0,16,20,1,98,0,9,89,7539,9731
8146,1693,500,0,0,17,21,1,86,0,8,90,7503,9838
8182,2050,500,0,0,18,22,1,50,0,8,90,7503,10231
8270,2069,500,0,0,18,22,1,462,0,9,89,7539,10338
8281,2451,500,0,0,19,23,1,451,0,8,90,7503,10731
8296,2543,500,0,0,20,24,1,436,0,9,89,7539,10838
8299,6166,5500,0,2,1,24,0,124,0,8,90,7503,14464
8318,2914,500,0,0,21,25,1,414,0,9,89,7539,11231
8355,2984,500,0,0,21,25,1,377,0,8,90,7503,11338
8363,9807,5500,0,2,2,26,0,60,0,8,90,7503,18169
8412,3320,500,0,0,22,27,1,320,0,8,90,7503,11731
8412,3427,500,0,0,23,28,1,320,0,9,89,7539,11838
8423,3506,500,1,0,24,29,1,495,3006,8,90,7503,11928
8449,3975,500,1,0,12,27,1,495,2980,8,90,7503,12423
8468,3961,500,1,0,13,28,1,495,2961,9,89,7539,12428
9045,10253,5500,0,2,0,23,0,4878,0,10,81,8819,19297
9059,3865,500,1,0,12,24,1,495,2370,10,81,8819,12923
9088,3841,500,1,0,13,25,1,495,2341,10,81,8819,12928
9106,4318,500,1,0,14,26,1,495,2323,10,81,8819,13423
9456,3973,500,1,0,13,23,1,495,1973,10,81,8819,13428
9488,4436,500,1,0,14,24,1,495,1941,10,81,8819,13923
9512,4417,500,1,0,15,25,1,495,1917,10,81,8819,13928
9616,4808,500,1,0,16,26,1,495,1813,10,81,8819,14423
9712,4717,500,1,0,17,27,1,495,1717,10,81,8819,14428
9802,5122,500,1,0,17,27,1,495,1627,10,81,8819,14923
10214,2018,500,0,0,17,25,1,18,0,11,90,10094,12231
10221,2118,500,0,0,18,26,1,11,0,11,90,10094,12338
10410,2322,500,0,0,17,25,1,322,0,11,90,10094,12731
10426,2413,500,0,0,18,25,1,306,0,11,90,10094,12838
10509,2723,500,0,0,19,25,1,223,0,11,90,10094,13231
10581,2758,500,0,0,20,26,1,151,0,11,90,10094,13338
10596,8827,5500,0,2,1,27,0,3327,0,11,90,10094,19422
10755,2977,500,0,0,20,27,1,477,0,11,90,10094,13731
10806,3033,500,0,0,21,28,1,426,0,11,90,10094,13838
10839,3393,500,0,0,22,29,1,393,0,11,90,10094,14231
10936,3403,500,0,0,22,27,1,296,0,11,90,10094,14338
10992,3740,500,0,0,23,28,1,240,0,11,90,10094,14731
11443,3396,500,0,0,10,25,0,289,0,12,80,11307,14838
11520,8103,5500,0,2,2,26,0,2403,0,12,80,11307,19622
11710,3221,500,1,0,11,27,1,493,2721,12,80,11307,14930
11711,3713,500,1,0,12,28,1,493,2720,12,80,11307,15423
11772,3659,500,1,0,12,28,1,493,2659,14,82,11671,15430
11782,4142,500,1,0,13,29,1,493,2649,13,80,11507,15923
11841,8124,5500,0,2,3,29,0,2082,0,14,82,11671,19964
11849,4082,500,1,0,13,30,1,493,2582,13,80,11507,15930
11867,4557,500,1,0,14,31,1,493,2564,12,80,11307,16423
11908,4523,500,1,0,15,32,1,493,2523,14,82,11671,16430
11924,5000,500,1,0,16,33,1,493,2507,13,80,11507,16923
11939,4992,500,1,0,17,32,1,493,2492,12,80,11307,16930
11970,5454,500,1,0,18,33,1,493,2461,15,88,11772,17423
11991,5440,500,1,0,19,34,1,493,2440,13,80,11507,17430
12017,5907,500,1,0,20,35,1,493,2414,14,82,11671,17923
12026,5905,500,1,0,21,36,1,493,2405,12,80,11307,17930
12061,6363,500,1,0,22,37,1,493,2370,12,80,11307,18423
12063,6368,500,1,0,23,38,1,493,2368,13,80,11507,18430
12066,6858,500,1,0,24,39,1,493,2365,15,88,11772,18923
12085,6846,500,1,0,25,40,1,493,2346,12,80,11307,18930
12098,7326,500,1,0,26,41,1,493,2333,15,88,11772,19423
12115,7316,500,1,0,27,42,1,493,2316,13,80,11507,19430
12136,7788,500,1,0,28,43,1,493,2295,15,88,11772,19923
12149,7782,500,1,0,29,44,1,493,2282,15,88,11772,19930
12178,11492,5500,0,2,4,45,0,1745,0,15,88,11772,23669
12207,8217,500,1,0,30,46,1,493,2224,12,80,11307,20423
12210,8221,500,1,0,31,47,1,493,2221,12,80,11307,20430
12210,12588,5500,0,2,5,48,0,1713,0,13,80,11507,24797
12314,8610,500,1,0,31,48,1,493,2117,16,82,12168,20923
12340,8591,500,1,0,31,48,1,493,2091,15,88,11772,20930
12353,12570,5500,0,2,6,49,0,1570,0,15,88,11772,24922
12402,9022,500,1,0,32,50,1,493,2029,14,82,11671,21423
12408,9023,500,1,0,33,51,1,493,2023,13,80,11507,21430
12427,9497,500,1,0,34,51,1,493,2004,16,82,12168,21923
12454,2778,500,0,0,35,51,1,278,0,14,82,11671,15231
12462,2877,500,0,0,36,52,1,270,0,16,82,12168,15338
12480,3252,500,0,0,37,53,1,252,0,14,82,11671,15731
12503,3336,500,0,0,38,54,1,229,0,13,80,11507,15838
12524,3708,500,0,0,39,55,1,208,0,16,82,12168,16231
12525,3814,500,0,0,40,56,1,207,0,14,82,11671,16338
12544,4188,500,0,0,41,57,1,188,0,15,88,11772,16731
12545,4294,500,0,0,42,58,1,187,0,15,88,11772,16838
12565,4667,500,0,0,43,59,1,167,0,14,82,11671,17231
12569,4770,500,0,0,44,60,1,163,0,14,82,11671,17338
12575,5157,500,0,0,45,61,1,157,0,16,82,12168,17731
12611,5228,500,0,0,46,62,1,121,0,15,88,11772,17838
12636,5596,500,0,0,47,63,1,96,0,15,88,11772,18231
12643,5696,500,0,0,48,64,1,89,0,15,88,11772,18338
12656,6076,500,0,0,49,65,1,76,0,14,82,11671,18731
12667,6172,500,0,0,50,66,1,65,0,16,82,12168,18838
